var_0,var_1,var_2,error,time,memory_mean,memory_peak
31,7,19,5.418707406526372e-05,33.71071100234985,5.911833,7.161697
50,42,39,1.15593697658273e-23,34.01369333267212,6.074575,7.31931
40,13,14,2.583971918420948e-08,29.488758325576782,4.541386,5.837024
24,15,31,8.171844941964135e-10,30.3072988986969,6.087498,7.332269
38,40,34,1.07312907342264e-20,30.134666919708252,6.069938,7.314705
8,35,9,1.1998692677200518e-05,29.406511783599854,3.052404,4.397608
41,28,10,3.016127331824935e-06,30.348567724227905,3.366649,4.702092
16,23,4,0.011484236733074,29.33905863761902,1.983889,3.367056
34,39,27,1.7641212516002256e-16,30.44105100631714,6.079983,7.324729
33,20,32,7.975620317663971e-13,30.440509796142578,6.07779,7.322401
10,41,23,4.475075138776909e-14,34.22740030288696,6.081792,7.326577
48,48,43,4.151185957259521e-26,34.177679777145386,6.087252,7.332005
39,10,14,8.771088645523208e-07,34.13916611671448,4.560483,5.856348
37,27,43,4.9153250534285256e-17,29.861921310424805,6.085971,7.330702
13,45,49,7.451186782333746e-28,30.49722719192505,6.083423,7.328092
52,48,6,0.0007685882049677,30.460739135742188,2.258339,3.63096
23,42,39,1.15593697658273e-23,34.41183638572693,6.077915,7.32265
27,36,20,2.9115209127346695e-12,30.432677268981934,6.028947,7.275575
16,42,27,1.7641212516002256e-16,30.48636507987976,6.087021,7.331767
12,27,28,9.579547750848944e-17,30.6198787689209,6.087173,7.331946
43,12,47,5.2118060819503447e-08,30.701255559921265,6.081277,7.32608
48,29,38,3.0418626256448575e-18,30.636361837387085,6.087062,7.33177
13,38,50,1.1727801025544073e-23,30.663986444473267,6.087578,7.332283
19,46,19,1.1489300712848272e-11,30.434677362442017,5.916043,7.166171
49,13,11,9.1834413158286e-07,30.023555755615234,3.663681,4.989161
16,15,21,8.23051114294912e-10,30.651458740234375,6.078018,7.323019
43,5,28,0.0008512107682018,31.446260929107666,6.087212,7.331988
40,40,43,8.324911693956104e-25,30.370006561279297,6.087352,7.332132
8,34,11,7.495123531643643e-07,33.17293405532837,3.663861,4.989327
34,32,15,2.957831323499228e-09,33.89691662788391,4.859271,6.144885
19,45,39,1.0840289251056977e-23,30.58406114578247,6.087038,7.331798
20,5,32,0.0008512107475805,30.133228063583374,6.087525,7.332234
47,42,8,4.8226162971892046e-05,30.191595792770386,2.787213,4.142021
18,43,9,1.1998692677200518e-05,30.78408718109131,3.073343,4.418548
42,41,4,0.011484236733074,30.550474882125854,1.986004,3.369171
20,6,48,0.0002154396594549,30.67720603942871,6.087657,7.332418
5,11,9,1.4459671621700505e-05,29.933623552322388,3.072815,4.417967
34,34,31,7.526020688238458e-19,30.155678749084473,6.087299,7.33203
32,52,24,1.1448067825875084e-14,31.00305414199829,6.085548,7.330366
21,5,42,0.0008512107474872,30.25467610359192,6.087393,7.332096
12,51,41,6.578666413512041e-25,29.996326684951782,6.087555,7.332318
